Carnosaur,Allosaurus,167.5,"2,300,000",2300
Ornithopod,Anatosaurus,150,"3,400,000",3400
Sauropod,Brachiosaurus,154.5,"87,000,000",87000
Ornithopod,Camptosaurus,23,"400,000",400
Sauropod,Diplodocus,50,"11,700,000",11700
